ign,name,age,age_range,birth,country,continent,team,game,edpi_ratio,mouse,mouse_brand,sense,hz,dpi,edpi,mousepad,keyboard,headset,monitor,mousepad_brand,keyboard_brand,headset_brand,monitor_brand
Aerial,Jani Jussila,29,25-29,1993-06-11,Finland,EU,HAVU,CS:GO,1.0,ZOWIE EC2-A,ZOWIE,2.2,1000.0,400.0,880.0000000000001,Custom Mousepad,Logitech G513,Logitech G Pro X Headset,ASUS ROG SWIFT PG259QN,Custom,Logitech,Logitech,ASUS
Kjaerbye,Markus Kjærbye,24,20-24,1998-04-27,Denmark,EU,Free Agent,CS:GO,1.0,Razer Deathadder V3 Pro White,Razer,1.6,1000.0,400.0,640.0,VAXEE PA FunSpark,SteelSeries Apex Pro TKL,SteelSeries Arctis Pro,ZOWIE XL2546,VAXEE,SteelSeries,SteelSeries,ZOWIE
AcilioN,Asger Larsen,26,25-29,1996-09-25,Denmark,EU,Apeks,CS:GO,1.0,ZOWIE FK1+,ZOWIE,2.2,1000.0,400.0,880.0000000000001,ZOWIE G-SR-SE Dark Grey,Xtrfy K2 RGB White,Turtle Beach Elite Atlas Pro,ZOWIE XL2546,ZOWIE,Xtrfy,Turtle,ZOWIE
jkaem,Joakim Myrbostad,28,25-29,1994-02-27,Norway,EU,Apeks,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.6,1000.0,400.0,640.0,SteelSeries QcK Heavy,HyperX Alloy FPS,HyperX Cloud II,ZOWIE XL2546,SteelSeries,HyperX,HyperX,ZOWIE
Maka,Bryan Canda,25,25-29,1997-07-06,France,EU,Falcons Esports,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,2.0,1000.0,400.0,800.0,Artisan FX Hien Soft,Logitech G513,Logitech G Pro X Headset,ZOWIE XL2546 Divina Blue,Artisan,Logitech,Logitech,ZOWIE
Woro2k,Volodymyr Veletniuk,21,20-24,2001-08-08,Ukraine,EU,Monte,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,2.03,4000.0,400.0,811.9999999999999,Razer Gigantus V2,Razer Huntsman Elite,HyperX Cloud II,ZOWIE XL2546,Razer,Razer,HyperX,ZOWIE
flamie,Egor Vasilyev,25,25-29,1997-04-05,Russia,EU,1WIN,CS:GO,1.0,Razer Deathadder V3 Pro White,Razer,1.6,4000.0,400.0,640.0,VAXEE PA ZYGEN,Logitech G915 TKL,Logitech G Pro X Headset,ZOWIE XL2546K,VAXEE,Logitech,Logitech,ZOWIE
lollipop21k,Igor Solodkov,26,25-29,1996-06-21,Belarus,EU,Websterz,CS:GO,1.0,ZOWIE EC2,ZOWIE,1.21,1000.0,800.0,968.0,SteelSeries QcK Heavy,Varmilo VA87M Summit,Sennheiser GSP 600,ZOWIE XL2540,SteelSeries,Varmilo,Sennheiser,ZOWIE
Jonji,Jonathan Carey,23,20-24,1999-09-05,Canada,NA,Evil Geniuses,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,2.0,1000.0,400.0,800.0,Razer Gigantus,Corsair K70 RGB MK.2,HyperX Cloud II,ZOWIE XL2546,Razer,Corsair,HyperX,ZOWIE
lauNX,Laurentiu Tarlea,17,15-19,2005-05-10,Romania,EU,Sprout,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.5,1000.0,800.0,1200.0,Logitech G640,Logitech G915 TKL,Logitech G Pro X Headset,ZOWIE XL2546K,Logitech,Logitech,Logitech,ZOWIE
HEAP,Ludvig Alonso,23,20-24,1999-12-24,Sweden,EU,Free Agent,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.45,1000.0,400.0,580.0,HyperX Fury S Speed Edition,HyperX Alloy Origins,HyperX Cloud Flight S,ZOWIE XL2546K,HyperX,HyperX,HyperX,ZOWIE
hallzerk,Håkon Fjærli,22,20-24,2000-07-14,Norway,EU,Complexity,CS:GO,1.0,ZOWIE EC2 RED V2,ZOWIE,1.5,1000.0,400.0,600.0,HyperX Fury S Pro,HyperX Alloy Origins Core,HyperX Cloud Alpha,ZOWIE XL2546,HyperX,HyperX,HyperX,ZOWIE
f0rest,Patrik Lindberg,34,30-34,1988-06-10,Sweden,EU,Free Agent,CS:GO,1.0,Xtrfy MZ1 Wireless,Xtrfy,3.5,1000.0,400.0,1400.0,Xtrfy GPZ1,HyperX Alloy Origins,HyperX Cloud II Wireless,ZOWIE XL2546K,Xtrfy,HyperX,HyperX,ZOWIE
friberg,Adam Friberg,31,30-34,1991-10-19,Sweden,EU,Free Agent,CS:GO,1.0,VAXEE OUTSET AX,VAXEE,1.1,1000.0,800.0,880.0000000000001,HyperX Fury S Speed Edition,HyperX Alloy Origins,HyperX Cloud Alpha,ZOWIE XL2546,HyperX,HyperX,HyperX,ZOWIE
n0rb3r7,David Daniyelyan,21,20-24,2001-03-11,Armenia,AS,Outsiders,CS:GO,1.0,Logitech G Pro X Superlight Magenta,Logitech,1.55,1000.0,800.0,1240.0,VAXEE PA FunSpark V2,Xtrfy K4 TKL RGB White,HyperX Cloud Alpha,ZOWIE XL2546K,VAXEE,Xtrfy,HyperX,ZOWIE
deko,Denis Zhukov,21,20-24,2001-07-10,Russia,EU,1WIN,CS:GO,1.0,ZOWIE S1-C,ZOWIE,2.81,1000.0,400.0,1124.0,ZOWIE G-SR-SE Deep Blue,Logitech G Pro Keyboard,Logitech G Pro X Headset,ZOWIE XL2546K,ZOWIE,Logitech,Logitech,ZOWIE
leo_drk,Leonardo Oliveira,23,20-24,1999-10-19,Brazil,SA,Case Esports,CS:GO,1.0,ZOWIE EC2-A,ZOWIE,1.4,1000.0,400.0,560.0,VAXEE PA FunSpark,HyperX Alloy Origins Core,HyperX Cloud Orbit S,ZOWIE XL2540,VAXEE,HyperX,HyperX,ZOWIE
ZEDKO,Jindřich Chyba,24,20-24,1998-05-03,Czechia,EU,SINNERS Esports,CS:GO,1.0,VAXEE OUTSET AX,VAXEE,0.49,1000.0,800.0,392.0,VAXEE PA Winter 21,Xtrfy K4 TKL RGB,Xtrfy H2,ZOWIE XL2546K,VAXEE,Xtrfy,Xtrfy,ZOWIE
beastik,Sebastian Daňo,24,20-24,1998-01-05,Czechia,EU,SINNERS Esports,CS:GO,1.0,Xtrfy M4,Xtrfy,0.9,1000.0,500.0,450.0,Xtrfy GP1,Xtrfy K4 TKL RGB,Xtrfy H2,ZOWIE XL2546K,Xtrfy,Xtrfy,Xtrfy,ZOWIE
NBK-,Nathan Schmitt,28,25-29,1994-06-05,France,EU,Falcons Esports,CS:GO,1.0,Xtrfy MZ1 White Rail,Xtrfy,1.2,1000.0,800.0,960.0,Razer Gigantus V2 MOUZ,Razer Huntsman Quartz,Razer BlackShark V2,ZOWIE XL2546K,Razer,Razer,Razer,ZOWIE
jks,Justin Savage,27,25-29,1995-12-12,Australia,OC,G2 Esports,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.7,4000.0,400.0,680.0,SteelSeries QcK Heavy,Logitech G715,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,Logitech,HyperX,ZOWIE
sdy,Victor Orudzhev,25,25-29,1997-03-14,Ukraine,EU,Free Agent,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,1.0,1000.0,800.0,800.0,Logitech G640,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2546K,Logitech,Logitech,Logitech,ZOWIE
kNgV-,Vito Giuseppe,30,30-34,1992-09-26,Brazil,SA,O PLANO,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,3.1,1000.0,400.0,1240.0,SteelSeries QcK Heavy,Razer Huntsman V2,Logitech G Pro X Headset,ZOWIE XL2540,SteelSeries,Razer,Logitech,ZOWIE
try,Santino Rigal,18,15-19,2004-09-23,Argentina,SA,00Nation,CS:GO,1.0,Logitech G Pro X Superlight Magenta,Logitech,2.909,1000.0,400.0,1163.6,ZOWIE G-SR-SE Deep Blue,Xtrfy K2 RGB White,Logitech G Pro X Headset,ZOWIE XL2546K,ZOWIE,Xtrfy,Logitech,ZOWIE
malbsMd,Mario Samayoa,20,20-24,2002-10-17,Guatemala,NA,Team oNe eSports,CS:GO,1.0,ZOWIE FK1+-B,ZOWIE,2.0,1000.0,400.0,800.0,VAXEE PA FunSpark,Corsair STRAFE,HyperX Cloud II,ZOWIE XL2546K,VAXEE,Corsair,HyperX,ZOWIE
vsm,Vinicius Moreira,23,20-24,1999-07-02,Brazil,SA,Fluxo,CS:GO,1.0,VAXEE OUTSET AX Funspark,VAXEE,1.2,1000.0,800.0,960.0,VAXEE PA FunSpark,Razer Huntsman Mini,Logitech G Pro X Headset,ZOWIE XL2546,VAXEE,Razer,Logitech,ZOWIE
ALEX,Alex McMeekin,27,25-29,1995-09-28,United Kingdom,EU,Free Agent,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,2.0,1000.0,400.0,800.0,ZOWIE G-SR,Razer BlackWidow Elite,Fnatic REACT,ZOWIE XL2546,ZOWIE,Razer,Fnatic,ZOWIE
NEKIZ,Gabriel Schenato,27,25-29,1995-11-17,Brazil,SA,O PLANO,CS:GO,1.0,Razer Viper V2 Pro,Razer,2.6,1000.0,400.0,1040.0,SteelSeries QcK+,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,Logitech,HyperX,ZOWIE
maden,Pavle Bošković,24,20-24,1998-11-12,Montenegro,EU,ENCE,CS:GO,1.0,ZOWIE EC2-C,ZOWIE,2.0,1000.0,800.0,1600.0,VAXEE PA ZYGEN,Logitech G915 TKL,HyperX Cloud II,ZOWIE XL2546,VAXEE,Logitech,HyperX,ZOWIE
Spinx,Lotan Giladi,22,20-24,2000-09-13,Israel,AS,Team Vitality,CS:GO,1.0,Logitech G Pro Wireless,Logitech,1.1,1000.0,900.0,990.0000000000001,Logitech G640,Logitech G915 TKL,Logitech G Pro X Headset,ZOWIE XL2546K,Logitech,Logitech,Logitech,ZOWIE
hades,Aleksander Miskiewicz,23,20-24,2000-01-01,Poland,EU,Free Agent,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,2.25,1000.0,400.0,900.0,ZOWIE G-SR,Logitech G915 TKL,Logitech G Pro X Headset,AlienWare AW2518HF,ZOWIE,Logitech,Logitech,AlienWare
dycha,Paweł Dycha,25,25-29,1997-08-11,Poland,EU,ENCE,CS:GO,1.0,ZOWIE EC2 RED V2,ZOWIE,1.86,1000.0,400.0,744.0,Zowie G-SR-SE Rouge,Logitech G413,Logitech G Pro X Headset,ZOWIE XL2540,Zowie,Logitech,Logitech,ZOWIE
Snappi,Marco Pfeiffer,32,30-34,1990-06-09,Denmark,EU,ENCE,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,1.95,1000.0,400.0,780.0,Logitech G640 ENCE Edition,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2546,Logitech,Logitech,Logitech,ZOWIE
MSL,Mathias Lauridsen,28,25-29,1994-12-06,Denmark,EU,TITANS,CS:GO,1.0,Pulsar Xlite V2 Wireless,Pulsar,1.6,1000.0,400.0,640.0,SteelSeries QcK Heavy,SteelSeries Apex M750 TKL,SteelSeries Arctis Pro,ZOWIE XL2546,SteelSeries,SteelSeries,SteelSeries,ZOWIE
Luken,Luca Nadotti,25,25-29,1997-03-26,Argentina,SA,Free Agent,CS:GO,1.0,Xtrfy M4 Wireless White,Xtrfy,1.6,1000.0,800.0,1280.0,SteelSeries QcK Heavy,HyperX Alloy FPS Pro,HyperX Cloud II Wireless,ZOWIE XL2546,SteelSeries,HyperX,HyperX,ZOWIE
Hatz,Jordan Bajic,24,20-24,1998-06-20,Australia,OC,Free Agent,CS:GO,1.0,ZOWIE EC2,ZOWIE,1.0,1000.0,800.0,800.0,SteelSeries QcK Heavy,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,Logitech,HyperX,ZOWIE
bLitz,Byambasuren Garidmagnai,21,20-24,2001-06-26,Mongolia,AS,IHC Esports,CS:GO,1.0,Logitech G703,Logitech,1.9,1000.0,400.0,760.0,ZOWIE G-SR,HyperX Alloy FPS,HyperX Cloud II,ZOWIE XL2546K,ZOWIE,HyperX,HyperX,ZOWIE
yuurih,Yuri Santos,23,20-24,1999-12-22,Brazil,SA,FURIA,CS:GO,1.0,ZOWIE EC2,ZOWIE,2.5,1000.0,400.0,1000.0,HyperX Fury S Pro,HyperX Alloy Elite 2,HyperX Cloud Orbit,ZOWIE XL2546K,HyperX,HyperX,HyperX,ZOWIE
arT,Andrei Piovezan,26,25-29,1996-03-27,Brazil,SA,FURIA,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,1.8,1000.0,800.0,1440.0,Esports Tiger Wuxiang 2 North Tortoise,HyperX Alloy FPS RGB,HyperX Cloud Revolver,ZOWIE XL2546K,Esports,HyperX,HyperX,ZOWIE
boltz,Ricardo Prass,25,25-29,1997-04-10,Brazil,SA,Imperial Esports,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,2.5,1000.0,400.0,1000.0,SteelSeries QcK+,Fallen Falcão-Peregrino V3,Fallen Morcego Preto,ZOWIE XL2546K,SteelSeries,Fallen,Fallen,ZOWIE
fnx,Lincoln Lau,32,30-34,1990-01-30,Brazil,SA,Imperial Esports,CS:GO,1.0,Razer Viper V2 Pro White,Razer,3.1,500.0,400.0,1240.0,ZOWIE G-SR-SE Deep Blue,Fallen Ace,Fallen Morcego Preto,AOC AG251FZ,ZOWIE,Fallen,Fallen,AOC
nin9,Yesuntumur Gantulga,24,20-24,1998-04-03,Mongolia,AS,Team NKT,CS:GO,1.0,Razer DeathAdder Elite,Razer,2.0,1000.0,400.0,800.0,SteelSeries QcK Heavy,HyperX Alloy Origins Core,HyperX Cloud Alpha,ZOWIE XL2546K,SteelSeries,HyperX,HyperX,ZOWIE
kabal,Bat-Enkh Batbayar,27,25-29,1995-06-01,Mongolia,AS,IHC Esports,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,2.0,1000.0,400.0,800.0,ZOWIE GTF-X,Razer Huntsman Mini,HyperX Cloud II,ZOWIE XL2546K,ZOWIE,Razer,HyperX,ZOWIE
Techno4K,Sodbayar Munkhbold,17,15-19,2005-05-20,Mongolia,AS,IHC Esports,CS:GO,1.0,ZOWIE EC2-A,ZOWIE,1.8,1000.0,400.0,720.0,ZOWIE G-SR,HyperX Alloy FPS Pro,HyperX Cloud II,ZOWIE XL2546K,ZOWIE,HyperX,HyperX,ZOWIE
saffee,Rafael Costa,28,25-29,1994-12-19,Brazil,SA,FURIA,CS:GO,1.0,Xtrfy M4 Wireless,Xtrfy,2.0,1000.0,400.0,800.0,ZOWIE G-SR,Wooting 60 HE,JBL Quantum One,ZOWIE XL2546K,ZOWIE,Wooting,JBL,ZOWIE
drop,André Abreu,18,15-19,2004-01-15,Brazil,SA,FURIA,CS:GO,1.0,Logitech G Pro X Superlight Magenta,Logitech,1.8,1000.0,400.0,720.0,ZOWIE G-SR,Logitech G Pro X Keyboard,HyperX Cloud Alpha,ZOWIE XL2546K,ZOWIE,Logitech,HyperX,ZOWIE
kscerato,Kaike Cerato,23,20-24,1999-09-12,Brazil,SA,FURIA,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.337,1000.0,800.0,1069.6,SteelSeries QcK Heavy,HyperX Alloy Origins,HyperX Cloud Orbit,ZOWIE XL2546K,SteelSeries,HyperX,HyperX,ZOWIE
INS,Joshua Potter,24,20-24,1998-09-22,Australia,OC,Grayhound Gaming,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.2,1000.0,800.0,960.0,SteelSeries QcK Heavy,iKBC CD87,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,iKBC,HyperX,ZOWIE
aliStair,Alistair Johnston,24,20-24,1998-04-07,Australia,OC,Grayhound Gaming,CS:GO,1.0,Logitech G Pro X Superlight Magenta,Logitech,1.9,1000.0,400.0,760.0,ZOWIE G-SR,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2546K,ZOWIE,Logitech,Logitech,ZOWIE
woxic,Özgür Eker,24,20-24,1998-09-02,Turkey,AS,Eternal Fire,CS:GO,1.0,SteelSeries Sensei Ten,SteelSeries,1.5,1000.0,1620.0,2430.0,Razer Gigantus Elite,Cooler Master CK550 V2,Razer Kraken Green,ZOWIE XL2546,Razer,Cooler,Razer,ZOWIE
exit,Raphael Lacerda,26,25-29,1996-08-29,Brazil,SA,MIBR,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,1.0,1000.0,800.0,800.0,ZOWIE G-SR,HyperX Alloy Origins Core,HyperX Cloud II,ZOWIE XL2546,ZOWIE,HyperX,HyperX,ZOWIE
chelo,Marcelo Cespedes,24,20-24,1998-06-08,Brazil,SA,Imperial Esports,CS:GO,1.0,VAXEE OUTSET AX Yellow,VAXEE,3.5,1000.0,400.0,1400.0,VAXEE PA FunSpark,Razer BlackWidow V3 Quartz,HyperX Cloud Alpha,ZOWIE XL2546,VAXEE,Razer,HyperX,ZOWIE
hampus,Hampus Poser,24,20-24,1998-11-26,Sweden,EU,Ninjas in Pyjamas,CS:GO,1.0,Razer DeathAdder Elite,Razer,1.67,1000.0,400.0,668.0,Razer Gigantus V2,Razer Huntsman V2 TKL,Razer BlackShark V2,ZOWIE XL2546K,Razer,Razer,Razer,ZOWIE
Plopski,Nicolas Gonzalez Zamora,20,20-24,2002-05-14,Sweden,EU,Ninjas in Pyjamas,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.5,500.0,800.0,1200.0,Xtrfy GP4 Street Blue,Xtrfy K4 TKL RGB,Logitech G Pro X Headset,ZOWIE XL2546,Xtrfy,Xtrfy,Logitech,ZOWIE
Ax1Le,Sergey Rykhtorov,20,20-24,2002-04-29,Russia,EU,Cloud9,CS:GO,1.0,ZOWIE EC2-C,ZOWIE,1.5,1000.0,800.0,1200.0,Razer Goliathus Control,HyperX Alloy Origins,HyperX Cloud II,ZOWIE XL2546K,Razer,HyperX,HyperX,ZOWIE
nafany,Vladislav Gorshkov,21,20-24,2001-06-15,Russia,EU,Cloud9,CS:GO,1.0,Razer Viper Ultimate,Razer,2.0,1000.0,400.0,800.0,VAXEE PA Summer22,SteelSeries Apex Pro TKL,HyperX Cloud Alpha S,ZOWIE XL2546,VAXEE,SteelSeries,HyperX,ZOWIE
Xeppaa,Erick Bach,22,20-24,2000-07-19,United States,NA,Cloud9,VALORANT,3.18,ZOWIE EC2-C,ZOWIE,0.35,1000.0,800.0,890.4000000000001,SteelSeries QcK Heavy,HyperX Alloy Origins Core,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,HyperX,HyperX,ZOWIE
faveN,Josef Baumann,22,20-24,2000-02-08,Germany,EU,BIG,CS:GO,1.0,Logitech G Pro Wireless,Logitech,2.1,1000.0,400.0,840.0,Corsair MM250,Corsair K65 RGB MINI 60% White,Corsair Void Pro,ZOWIE XL2546,Corsair,Corsair,Corsair,ZOWIE
Calyx,Buğra Arkın,24,20-24,1998-07-27,Turkey,AS,Eternal Fire,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.3,1000.0,800.0,1040.0,VAXEE PA ZYGEN,Corsair K70 RGB,HyperX Cloud II,ZOWIE XL2546,VAXEE,Corsair,HyperX,ZOWIE
xfl0ud,Yasin Koç,20,20-24,2002-12-23,Turkey,AS,Eternal Fire,CS:GO,1.0,ZOWIE EC3-C,ZOWIE,2.0,1000.0,400.0,800.0,Logitech G640,Logitech G915 TKL,Logitech G Pro X Wireless Headset,ZOWIE XL2546K,Logitech,Logitech,Logitech,ZOWIE
chopper,Leonid Vishnyakov,25,25-29,1997-02-04,Russia,EU,Team Spirit,CS:GO,1.0,VAXEE NP-01S Pink,VAXEE,1.4,1000.0,400.0,560.0,ZOWIE G-SR-SE Deep Blue,Ducky One 2 TKL,HyperX Cloud II,ZOWIE XL2546K,ZOWIE,Ducky,HyperX,ZOWIE
Liazz,Jay Tregillgas,25,25-29,1997-08-30,Australia,OC,Grayhound Gaming,CS:GO,1.0,ZOWIE EC2-B,ZOWIE,0.95,500.0,800.0,760.0,ZOWIE G-SR,HyperX Alloy FPS,HyperX Cloud II,ZOWIE XL2546,ZOWIE,HyperX,HyperX,ZOWIE
Jame,Dzhami Ali,24,20-24,1998-08-23,Russia,EU,Outsiders,CS:GO,1.0,Razer Deathadder V3 Pro White,Razer,0.25,4000.0,3200.0,800.0,VAXEE PA FunSpark V2,HyperX Alloy Elite 2,HyperX Cloud II,ZOWIE XL2546K,VAXEE,HyperX,HyperX,ZOWIE
Qikert,Aleksei Golubev,24,20-24,1999-01-01,Kazakhstan,AS,Outsiders,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,2.2,1000.0,400.0,880.0000000000001,Razer Gigantus V2,SteelSeries Apex Pro,HyperX Cloud II Gun Metal,ZOWIE XL2546K,Razer,SteelSeries,HyperX,ZOWIE
FL1T,Evgeny Lebedev,22,20-24,2000-12-20,Russia,EU,Outsiders,CS:GO,1.0,Xtrfy M4 Wireless White,Xtrfy,1.55,1000.0,400.0,620.0,VAXEE PB,Logitech G915 TKL White,HyperX Cloud II Gun Metal,ZOWIE XL2546K,VAXEE,Logitech,HyperX,ZOWIE
buster,Timur Tulepov,23,20-24,1999-12-07,Kazakhstan,AS,Virtus.pro,CS:GO,1.0,ZOWIE ZA12-B,ZOWIE,2.2,1000.0,400.0,880.0000000000001,VAXEE PA P22,HyperX Alloy Elite 2,HyperX Cloud Alpha S,ZOWIE XL2546K,VAXEE,HyperX,HyperX,ZOWIE
Patsi,Robert Isyanov,19,15-19,2003-09-06,Russia,EU,Team Spirit,CS:GO,1.0,Logitech G Pro X Superlight Magenta,Logitech,1.9,1000.0,400.0,760.0,ZOWIE G-SR-SE Deep Blue,Ducky One 2 TKL White,HyperX Cloud Alpha S,ZOWIE XL2540,ZOWIE,Ducky,HyperX,ZOWIE
degster,Abdul Gasanov,21,20-24,2001-07-21,Russia,EU,OG Esports,CS:GO,1.0,Razer Deathadder V3 Pro White,Razer,3.01,4000.0,400.0,1204.0,ZOWIE G-SR,Razer Huntsman V2,HyperX Cloud II Wireless,ZOWIE XL2546K,ZOWIE,Razer,HyperX,ZOWIE
magixx,Boris Vorobiev,19,15-19,2003-06-03,Russia,EU,Team Spirit,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,1.5,1000.0,400.0,600.0,Zowie G-SR-SE Rouge,Varmilo VA87M Summit,HyperX Cloud Alpha S,ZOWIE XL2546K,Zowie,Varmilo,HyperX,ZOWIE
syrsoN,Florian Rische,26,25-29,1996-04-19,Germany,EU,BIG,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,0.92,1000.0,1600.0,1472.0,ZOWIE G-SR,HyperX Alloy FPS,Corsair Virtuoso White,ZOWIE XL2546,ZOWIE,HyperX,Corsair,ZOWIE
KRIMZ,Freddy Johansson,28,25-29,1994-04-25,Sweden,EU,Fnatic,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,1.4,1000.0,400.0,560.0,Fnatic FOCUS 2,Fnatic miniSTREAK,Fnatic REACT+,ZOWIE XL2540,Fnatic,Fnatic,Fnatic,ZOWIE
Valde,Valdemar Bjørn Vangså,27,25-29,1995-06-12,Denmark,EU,ENCE,CS:GO,1.0,VAXEE XE Pink,VAXEE,1.65,1000.0,400.0,660.0,SteelSeries QcK Heavy,Logitech G413,SteelSeries Arctis Pro,ZOWIE XL2546,SteelSeries,Logitech,SteelSeries,ZOWIE
MUTiRiS,Christopher Fernandes,30,30-34,1992-12-26,Portugal,EU,SAW,CS:GO,1.0,Razer Deathadder V3 Pro White,Razer,3.38,4000.0,400.0,1352.0,Corsair MM350 Champion Series,HyperX Alloy Elite,HyperX Cloud II,ZOWIE XL2546K,Corsair,HyperX,HyperX,ZOWIE
AZR,Aaron Ward,30,30-34,1992-10-02,New Zealand,OC,Free Agent,CS:GO,1.0,SteelSeries Sensei Ten,SteelSeries,2.4,1000.0,400.0,960.0,SteelSeries QcK Heavy,HyperX Alloy FPS,HyperX Cloud Revolver S,ZOWIE XL2546,SteelSeries,HyperX,HyperX,ZOWIE
afro,Aurélien Drapier,23,20-24,1999-06-11,France,EU,HEET,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.0,1000.0,800.0,800.0,HyperX Fury S Speed Edition,Cooler Master Masterkeys Pro S,Logitech G Pro X Headset,ZOWIE XL2546K,HyperX,Cooler,Logitech,ZOWIE
Ex3rcice,Pierre Bulinge,22,20-24,2000-02-04,France,EU,HEET,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,2.0,1000.0,400.0,800.0,Logitech G640,Logitech G513,beyerdynamic MMX 300,ZOWIE XL2546K,Logitech,Logitech,beyerdynamic,ZOWIE
Djoko,Thomas Pavoni,25,25-29,1997-04-16,France,EU,HEET,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.0,1000.0,800.0,800.0,SteelSeries QcK Heavy,Xtrfy K2 RGB,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,Xtrfy,HyperX,ZOWIE
DeathZz,Raúl Jordán Nieto,26,25-29,1996-01-31,Spain,EU,Movistar Riders,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,2.25,1000.0,400.0,900.0,Razer Gigantus V2,Logitech G915 TKL,Logitech G Pro X Headset,ZOWIE XL2546K,Razer,Logitech,Logitech,ZOWIE
bubble,Karem Kostadinov,31,30-34,1991-08-07,Bulgaria,EU,Free Agent,CS:GO,1.0,ZOWIE EC2-A White,ZOWIE,1.75,1000.0,400.0,700.0,SteelSeries QcK Heavy,Xtrfy K2 RGB,Xtrfy H1,ZOWIE XL2546,SteelSeries,Xtrfy,Xtrfy,ZOWIE
Gratisfaction,Sean Kaiwai,26,25-29,1996-03-06,New Zealand,OC,Extremum,CS:GO,1.0,Logitech MX518 HERO,Logitech,1.1875,1000.0,800.0,950.0,Razer Goliathus Control,Logitech G513,HyperX Cloud II,ZOWIE XL2546,Razer,Logitech,HyperX,ZOWIE
SHiPZ,Georgi Grigorov,22,20-24,2000-08-16,Bulgaria,EU,500,CS:GO,1.0,ZOWIE EC2-B Divina Pink,ZOWIE,2.4,1000.0,400.0,960.0,ZOWIE G-SR,ZOWIE Celeritas II,Sennheiser GAME ZERO,ZOWIE XL2546,ZOWIE,ZOWIE,Sennheiser,ZOWIE
Bymas,Aurimas Pipiras,19,15-19,2003-08-12,Lithuania,EU,MOUZ,CS:GO,1.0,Logitech G403 HERO,Logitech,1.3,1000.0,800.0,1040.0,Razer Goliathus Speed Cosmic,Razer Huntsman V2 TKL,Razer BlackShark V2,ZOWIE XL2546,Razer,Razer,Razer,ZOWIE
frozen,David Čerňanský ,20,20-24,2002-07-18,Slovakia,EU,MOUZ,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.9,4000.0,400.0,760.0,Razer Gigantus V2,Razer Huntsman V2 TKL,Razer BlackShark V2,ZOWIE XL2546,Razer,Razer,Razer,ZOWIE
torzsi,Ádám Torzsás,20,20-24,2002-05-17,Hungary,EU,MOUZ,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.0,4000.0,800.0,800.0,Razer Gigantus V2,Razer BlackWidow V3 TKL,Razer BlackShark V2,ZOWIE XL2546,Razer,Razer,Razer,ZOWIE
imoRR,Ömer Karataş,23,20-24,1999-12-20,Turkey,AS,Eternal Fire,CS:GO,1.0,Razer Deathadder V3 Pro White,Razer,2.2,1000.0,400.0,880.0000000000001,VAXEE PA OUTSET,HyperX Alloy FPS,HyperX Cloud II Wireless,ZOWIE XL2546K,VAXEE,HyperX,HyperX,ZOWIE
